Time,Temp,IR,Vis,Lux,Accel_X,Accel_Y,Accel_Z,Tilt,Mag_X,Mag_Y,Mag_Z,H.Angle,Direction,VBAT
2024/04/23 12:29:13,11.27,3738,8199,395,-0.38,9.83,0.49,3,-41.35,-6.31,7.01,171,S,3.82
2024/04/23 12:59:23,11.31,3765,8309,405,-0.33,9.83,0.54,3,-41.82,-7.40,12.18,175,S,3.82
2024/04/23 13:29:34,11.35,3447,6373,218,-0.35,9.78,0.60,4,-41.58,-7.10,10.90,160,S,3.82
2024/04/23 13:59:44,11.33,3576,7130,288,-0.22,9.78,0.49,3,-41.52,-7.48,8.10,168,S,3.82
2024/04/23 14:29:55,11.43,3747,8044,374,-0.30,9.79,0.52,4,-41.58,-7.47,11.18,165,S,3.82
2024/04/23 15:00:05,11.50,3565,6936,268,-0.42,9.82,0.63,5,-41.81,-5.42,19.06,180,S,3.82
2024/04/23 15:30:15,11.42,3685,7669,337,-0.16,9.80,0.52,3,-41.65,-8.18,12.76,163,S,3.82
2024/04/23 16:00:26,11.33,3550,6923,267,-0.19,9.81,0.57,3,-41.61,-7.27,15.02,169,S,3.82
2024/04/23 16:30:36,11.31,3524,6582,231,-0.25,9.80,0.58,3,-41.69,-5.14,20.62,178,S,3.82
2024/04/23 17:00:47,11.31,3393,5960,180,-0.10,9.82,0.55,3,-41.75,-6.24,19.37,165,S,3.82
2024/04/23 17:30:57,11.35,3327,5531,142,-0.17,9.81,0.61,3,-41.66,-3.60,23.12,179,S,3.82
2024/04/23 18:01:07,11.33,3257,5113,109,-0.11,9.79,0.54,2,-41.61,-1.44,25.36,182,S,3.82
2024/04/23 18:31:18,11.27,3189,4709,79,-0.09,9.84,0.52,2,-41.57,-5.00,21.65,175,S,3.82
2024/04/23 19:01:28,11.21,3148,4413,58,-0.12,9.82,0.53,2,-41.42,-1.90,25.04,184,S,3.82
2024/04/23 19:31:39,11.18,3125,4269,49,-0.10,9.82,0.48,2,-41.22,10.23,29.80,210,SW,3.82
2024/04/23 20:01:49,11.25,3122,4244,47,-0.10,9.82,0.46,2,-40.99,22.68,24.06,233,SW,3.82
2024/04/23 20:32:00,11.17,3120,4240,47,-0.06,9.83,0.45,2,-41.29,7.25,29.73,199,S,3.82
2024/04/23 21:02:10,11.07,3119,4239,48,-0.07,9.82,0.45,2,-41.17,-5.30,21.98,175,S,3.82
2024/04/23 21:32:20,10.98,3117,4236,47,-0.08,9.79,0.48,2,-41.02,-8.68,8.20,145,SE,3.82
2024/04/23 22:02:31,11.00,3121,4242,48,-0.06,9.82,0.43,2,-41.13,-8.47,9.21,153,SE,3.82
2024/04/23 22:32:41,10.98,3126,4250,48,-0.10,9.83,0.47,2,-41.22,-8.83,11.99,157,S,3.82
2024/04/23 23:02:52,11.00,3119,4239,48,-0.16,9.83,0.44,2,-41.14,-7.72,6.94,155,SE,3.82
2024/04/23 23:33:02,11.02,3119,4239,47,-0.14,9.82,0.47,2,-41.28,-5.72,2.38,141,SE,3.82
2024/04/24 00:03:12,11.06,3128,4252,48,-0.12,9.82,0.45,2,-41.00,-5.61,2.07,137,SE,3.82
2024/04/24 00:33:23,11.10,3122,4244,48,-0.13,9.81,0.42,2,-41.05,-3.35,-0.29,126,SE,3.82
2024/04/24 01:03:33,11.12,3120,4241,48,-0.14,9.83,0.48,2,-41.17,-6.84,5.03,148,SE,3.82
2024/04/24 01:33:44,11.18,3121,4242,48,-0.12,9.82,0.47,2,-41.03,-6.36,3.97,144,SE,3.82
2024/04/24 02:03:54,11.27,3122,4246,48,-0.08,9.81,0.44,2,-41.05,-6.06,3.35,138,SE,3.82
2024/04/24 02:34:04,11.27,3114,4237,48,-0.04,9.81,0.45,2,-41.14,-6.28,3.04,132,SE,3.82
2024/04/24 03:04:15,11.25,3103,4222,47,-0.12,9.81,0.41,2,-41.10,-4.27,0.54,142,SE,3.81
2024/04/24 03:34:25,11.22,3121,4243,48,-0.10,9.82,0.45,2,-41.11,-6.85,4.73,147,SE,3.82
2024/04/24 04:04:36,11.23,2276,3051,31,-0.07,9.81,0.46,2,-41.29,-7.03,5.32,144,SE,3.82
2024/04/24 04:34:46,11.21,3123,4245,48,-0.08,9.81,0.45,2,-41.48,-8.61,13.19,159,S,3.82
2024/04/24 05:04:57,11.14,3123,4264,49,-0.12,9.83,0.47,2,-41.39,-6.46,19.63,172,S,3.82
2024/04/24 05:35:07,11.16,3125,4323,53,-0.08,9.83,0.47,2,-41.26,-0.07,26.58,187,S,3.82
2024/04/24 06:05:17,11.17,3143,4466,63,-0.06,9.83,0.45,2,-41.58,0.04,27.05,185,S,3.82
2024/04/24 06:35:28,11.14,3152,4565,70,-0.06,9.83,0.44,2,-41.38,2.15,28.24,191,S,3.81
2024/04/24 07:05:38,11.11,3192,4792,86,-0.08,9.82,0.45,2,-41.32,-4.81,22.75,174,S,3.81
2024/04/24 07:35:49,11.06,3232,5044,105,-0.04,9.82,0.43,2,-41.12,14.00,29.27,210,SW,3.81
2024/04/24 08:05:59,11.10,3516,7265,315,-0.10,9.82,0.48,2,-41.27,18.66,27.36,224,SW,3.81
2024/04/24 08:36:09,11.12,3260,5543,153,-0.22,9.82,0.53,3,-41.69,-1.93,24.92,187,S,3.81
2024/04/24 09:06:20,11.08,3678,8025,384,-0.25,9.79,0.56,3,-41.30,-3.55,23.39,192,S,3.82
2024/04/24 09:36:30,11.10,3430,6546,241,-0.16,9.81,0.53,2,-41.83,-2.64,24.40,187,S,3.81
2024/04/24 10:06:41,11.15,3374,6240,214,-0.22,9.82,0.57,3,-41.75,-6.79,17.43,174,S,3.81
2024/04/24 10:36:51,11.16,3561,7114,289,-0.15,9.83,0.56,2,-41.69,-7.49,15.78,169,S,3.81
2024/04/24 11:07:01,11.21,3621,7467,322,-0.27,9.82,0.59,3,-41.76,-7.74,14.14,170,S,3.81
2024/04/24 11:37:12,11.25,3850,8911,468,-0.36,9.82,0.62,4,-41.70,-6.80,13.69,183,S,3.81
2024/04/24 12:07:22,11.29,3758,8372,414,-0.36,9.83,0.60,3,-41.71,-7.83,13.16,179,S,3.81
2024/04/24 12:37:33,11.35,3661,7857,365,-0.34,9.78,0.52,3,-41.23,-6.65,5.63,161,S,3.81
2024/04/24 13:07:43,11.41,3730,8221,399,-0.25,9.83,0.51,3,-41.50,-5.73,4.83,156,SE,3.81
2024/04/24 13:37:53,11.46,3560,7111,288,-0.29,9.78,0.65,4,-41.60,-7.63,11.82,173,S,3.81
2024/04/24 14:08:04,11.52,3512,6869,267,-0.15,9.81,0.46,2,-41.35,-6.19,4.11,150,SE,3.81
2024/04/24 14:38:14,11.54,3676,7864,363,-0.15,9.83,0.46,2,-41.80,-6.27,4.19,150,SE,3.81
2024/04/24 15:08:25,11.68,3752,8160,387,-0.20,9.84,0.45,2,-41.54,-3.26,0.44,138,SE,3.81
2024/04/24 15:38:35,11.69,3589,7265,302,-0.21,9.79,0.52,2,-41.34,-6.59,5.38,156,SE,3.81
2024/04/24 16:08:45,11.57,3548,6951,271,-0.17,9.81,0.57,3,-41.42,-7.78,8.90,165,S,3.81
2024/04/24 16:38:56,11.40,3471,6520,232,-0.13,9.83,0.50,2,-41.49,-7.60,7.52,150,SE,3.81
2024/04/24 17:09:06,11.27,3313,5555,147,-0.11,9.82,0.48,2,-41.20,-8.21,15.74,172,S,3.81
2024/04/24 17:39:17,11.27,3284,5411,135,-0.07,9.82,0.47,2,-41.40,-8.51,10.57,153,SE,3.81
2024/04/24 18:09:27,11.43,3186,4789,86,-0.09,9.81,0.47,2,-41.70,-1.24,26.10,187,S,3.81
2024/04/24 18:39:38,11.40,3065,4427,67,-0.08,9.84,0.45,2,-41.59,-6.06,20.94,172,S,3.81
2024/04/24 19:09:48,11.36,2718,3792,49,-0.07,9.80,0.45,2,-41.40,1.81,28.21,188,S,3.81
2024/04/24 19:39:58,11.33,2980,4077,47,-0.08,9.83,0.47,2,-41.61,8.85,29.67,206,SW,3.81
2024/04/24 20:10:09,11.35,3109,4225,47,-0.15,9.81,0.47,2,-41.45,21.38,25.28,237,SW,3.81
2024/04/24 20:40:19,11.33,3109,4225,47,-0.08,9.82,0.48,2,-41.50,14.52,28.95,209,SW,3.81
2024/04/24 21:10:30,11.23,3143,4278,48,-0.08,9.81,0.46,2,-41.51,3.54,28.96,195,S,3.81
2024/04/24 21:40:40,11.14,3116,4240,48,-0.08,9.80,0.42,2,-41.47,0.18,27.06,190,S,3.81
2024/04/24 22:10:50,11.12,3116,4239,48,-0.09,9.83,0.44,2,-41.32,-2.94,24.65,185,S,3.81
2024/04/24 22:41:01,11.15,3106,4224,47,-0.10,9.81,0.41,2,-41.26,-5.54,21.90,178,S,3.81
2024/04/24 23:11:11,11.16,3062,4170,47,-0.07,9.83,0.44,2,-41.44,-8.44,14.32,168,S,3.81
2024/04/24 23:41:22,11.18,3120,4241,48,-0.10,9.82,0.44,2,-40.88,-5.21,1.36,130,SE,3.81
2024/04/25 00:11:32,11.14,3108,4225,47,-0.08,9.82,0.44,2,-40.94,-0.92,-2.56,96,E,3.81
2024/04/25 00:41:42,11.20,3115,4233,47,-0.08,9.82,0.43,2,-41.01,8.75,-5.75,305,NW,3.81
2024/04/25 01:11:53,11.29,3115,4234,47,-0.05,9.82,0.44,2,-41.08,13.91,-5.19,286,W,3.81
2024/04/25 01:42:03,11.35,3126,4248,48,-0.13,9.79,0.44,2,-40.91,18.87,-3.26,289,W,3.81
2024/04/25 02:12:14,11.40,3121,4243,48,-0.15,9.82,0.46,2,-40.83,13.78,-5.41,298,NW,3.81
2024/04/25 02:42:24,11.37,3130,4254,48,-0.14,9.81,0.45,2,-41.03,12.28,-5.67,300,NW,3.81
2024/04/25 03:12:34,11.37,3122,4243,48,-0.12,9.79,0.47,2,-41.14,4.61,-5.22,303,NW,3.81
2024/04/25 03:42:45,11.33,3116,4235,47,-0.09,9.81,0.48,2,-40.88,2.72,-4.71,310,NW,3.81
2024/04/25 04:12:55,11.27,3116,4235,47,-0.10,9.80,0.50,2,-41.04,0.77,-3.75,164,S,3.81
2024/04/25 04:43:06,11.25,3120,4243,48,-0.12,9.82,0.48,2,-40.95,-0.44,-2.69,141,SE,3.81
2024/04/25 05:13:16,11.25,3115,4263,50,-0.10,9.81,0.45,3,-41.23,-1.55,-2.31,136,SE,3.81
2024/04/25 05:43:27,11.27,3135,4389,58,-0.05,9.83,0.43,2,-41.40,-4.54,23.47,171,S,3.81
2024/04/25 06:13:37,11.31,3204,4789,85,-0.08,9.83,0.46,2,-41.52,-3.22,24.62,178,S,3.81
2024/04/25 06:43:47,11.27,3173,4627,74,-0.11,9.81,0.51,3,-41.47,-6.45,20.79,175,S,3.81
2024/04/25 07:13:58,11.29,3587,7153,289,-0.08,9.81,0.46,2,-41.80,-6.24,20.59,172,S,3.81
2024/04/25 07:44:08,11.27,3515,6648,240,-0.11,9.77,0.55,3,-41.54,-8.61,15.30,166,S,3.81
2024/04/25 08:14:19,11.25,3365,5792,165,-0.11,9.81,0.52,3,-41.37,-6.12,20.51,196,S,3.81
2024/04/25 08:44:29,11.25,3466,6507,231,-0.03,9.85,0.45,2,-41.33,1.42,27.94,186,S,3.81
2024/04/25 09:14:39,11.25,3476,6545,234,-0.20,9.85,0.52,3,-41.53,-8.56,13.27,167,S,3.81
2024/04/25 09:44:50,11.27,3455,6494,231,-0.20,9.79,0.55,3,-41.55,-8.13,14.28,163,S,3.81
2024/04/25 10:15:00,11.31,3526,6970,277,-0.13,9.83,0.43,2,-41.62,-8.55,16.74,167,S,3.81
2024/04/25 10:45:11,11.31,3415,6223,206,-0.04,9.78,0.45,2,-41.49,-8.57,8.77,156,SE,3.81
2024/04/25 11:15:21,11.33,3387,6125,199,-0.13,9.83,0.48,2,-41.51,-8.64,10.27,165,S,3.81
2024/04/25 11:45:31,11.33,3562,7235,303,-0.20,9.84,0.44,3,-41.37,-3.59,0.56,139,SE,3.81
2024/04/25 12:15:42,11.35,3306,5614,154,-0.17,9.85,0.53,3,-41.23,-4.89,1.34,144,SE,3.81
2024/04/25 12:45:52,11.41,3496,6835,265,-0.28,9.78,0.59,3,-41.45,-6.52,4.63,154,SE,3.81
2024/04/25 13:16:03,11.43,3348,5827,171,-0.25,9.83,0.50,3,-41.31,-3.34,0.11,141,SE,3.81
2024/04/25 13:46:13,11.50,3486,6656,245,-0.25,9.81,0.53,3,-41.37,-4.17,0.69,142,SE,3.81
2024/04/25 14:16:24,11.52,3362,5846,171,-0.19,9.81,0.52,3,-41.19,-2.92,-0.84,130,SE,3.81
2024/04/25 14:46:34,11.54,3279,5352,130,-0.16,9.83,0.47,2,-41.14,-2.35,-1.01,138,SE,3.81
2024/04/25 15:16:44,11.54,3389,6028,188,-0.20,9.76,0.59,3,-41.22,-5.85,2.82,138,SE,3.81
2024/04/25 15:46:55,11.54,3379,5879,173,-0.16,9.76,0.50,3,-41.11,-0.88,-2.52,138,SE,3.81
2024/04/25 16:17:05,11.48,3279,5270,122,-0.14,9.81,0.53,3,-41.41,-6.06,3.29,159,S,3.81
2024/04/25 16:47:16,11.43,3223,4941,96,-0.13,9.82,0.45,2,-41.36,-7.02,5.21,141,SE,3.81
2024/04/25 17:17:26,11.38,3253,5170,115,-0.13,9.83,0.47,2,-41.33,-5.17,1.65,144,SE,3.80
2024/04/25 17:47:36,11.31,3222,4897,93,-0.07,9.80,0.44,2,-41.37,-5.95,2.82,139,SE,3.80
2024/04/25 18:17:47,11.35,3162,4528,66,-0.04,9.80,0.45,2,-41.53,-6.40,20.42,171,S,3.80
2024/04/25 18:47:57,11.36,3110,4308,54,-0.07,9.84,0.45,2,-41.64,-5.00,22.87,179,S,3.80
2024/04/25 19:18:08,11.36,3097,4247,50,-0.07,9.84,0.43,2,-41.40,-8.82,13.96,161,S,3.80
2024/04/25 19:48:18,11.29,3110,4234,48,-0.05,9.83,0.45,2,-41.40,-7.67,17.34,179,S,3.81
2024/04/25 20:18:28,11.31,3110,4228,47,-0.12,9.84,0.45,2,-41.26,22.78,24.08,235,SW,3.80
2024/04/25 20:48:39,11.35,3109,4227,47,-0.11,9.80,0.46,2,-41.20,25.23,20.53,218,SW,3.80
2024/04/25 21:18:49,11.25,3100,4215,47,-0.06,9.80,0.43,2,-41.39,15.15,29.25,198,S,3.80
2024/04/25 21:49:00,11.14,3124,4249,48,-0.14,9.77,0.47,2,-41.60,9.90,30.26,211,SW,3.80
2024/04/25 22:19:10,11.16,3229,4395,50,-0.06,9.83,0.42,2,-41.64,0.78,27.80,181,S,3.80
2024/04/25 22:49:20,11.23,3157,4292,48,-0.08,9.75,0.43,2,-41.69,-4.43,23.80,185,S,3.80
