id,location,timestamp,user_id
1721627745679499,Abuja,2024-07-22 06:55:45,1
1721627745680928,Abuja,2024-07-22 06:55:45,1
1721627745681207,Abuja,2024-07-22 06:55:45,1
1721627745681491,Abuja,2024-07-22 06:55:45,1
1721627745681803,Abuja,2024-07-22 06:55:45,1
1721627745682209,Abuja,2024-07-22 06:55:45,1
1721627745682410,Abuja,2024-07-22 06:55:45,1
1721627745682589,Abuja,2024-07-22 06:55:45,1
1721627745682767,Abuja,2024-07-22 06:55:45,1
1721627745682949,Abuja,2024-07-22 06:55:45,1
1721627745683137,Abuja,2024-07-22 06:55:45,1
1721627745683345,Abuja,2024-07-22 06:55:45,1
1721627745683632,Abuja,2024-07-22 06:55:45,1
1721627745683867,Abuja,2024-07-22 06:55:45,1
1721627745684060,Abuja,2024-07-22 06:55:45,1
1721627745684266,Abuja,2024-07-22 06:55:45,1
1721627745684520,Abuja,2024-07-22 06:55:45,1
1721627745684761,Abuja,2024-07-22 06:55:45,1
1721627745684983,Abuja,2024-07-22 06:55:45,1
1721627745685184,Abuja,2024-07-22 06:55:45,1
1721627745685390,Abuja,2024-07-22 06:55:45,1
1721627745685604,Abuja,2024-07-22 06:55:45,1
1721627745685815,Abuja,2024-07-22 06:55:45,1
1721627745686111,Abuja,2024-07-22 06:55:45,1
1721627745686343,Abuja,2024-07-22 06:55:45,1
1721627745686611,Abuja,2024-07-22 06:55:45,1
1721627745686831,Abuja,2024-07-22 06:55:45,1
1721627745687077,Abuja,2024-07-22 06:55:45,1
1721627745687325,Abuja,2024-07-22 06:55:45,1
1721627745687584,Abuja,2024-07-22 06:55:45,1
1721627745687814,Abuja,2024-07-22 06:55:45,1
1721627745688101,Abuja,2024-07-22 06:55:45,1
1721627745688339,Abuja,2024-07-22 06:55:45,1
1721627745688648,Abuja,2024-07-22 06:55:45,1
1721627745688923,Abuja,2024-07-22 06:55:45,1
1721627745689248,Abuja,2024-07-22 06:55:45,1
1721627745689563,Abuja,2024-07-22 06:55:45,1
1721627745689861,Abuja,2024-07-22 06:55:45,1
1721627745690161,Abuja,2024-07-22 06:55:45,1
1721627745690469,Abuja,2024-07-22 06:55:45,1
1721627745690797,Abuja,2024-07-22 06:55:45,1
1721627745691074,Abuja,2024-07-22 06:55:45,1
1721627745691365,Abuja,2024-07-22 06:55:45,1
1721627745691656,Abuja,2024-07-22 06:55:45,1
1721627745691950,Abuja,2024-07-22 06:55:45,1
1721627745692230,Abuja,2024-07-22 06:55:45,1
1721627745692504,Abuja,2024-07-22 06:55:45,1
1721627745692807,Abuja,2024-07-22 06:55:45,1
1721627745693107,Abuja,2024-07-22 06:55:45,1
1721627745693381,Abuja,2024-07-22 06:55:45,1
1721627745693691,Abuja,2024-07-22 06:55:45,1
1721627745693987,Abuja,2024-07-22 06:55:45,1
1721627745694275,Abuja,2024-07-22 06:55:45,1
1721627745694561,Abuja,2024-07-22 06:55:45,1
1721627745694849,Abuja,2024-07-22 06:55:45,1
1721627745695168,Abuja,2024-07-22 06:55:45,1
1721627745695492,Abuja,2024-07-22 06:55:45,1
1721627745695846,Abuja,2024-07-22 06:55:45,1
1721627745696182,Abuja,2024-07-22 06:55:45,1
1721627745696570,Abuja,2024-07-22 06:55:45,1
1721627745697134,Abuja,2024-07-22 06:55:45,1
1721627745697577,Abuja,2024-07-22 06:55:45,1
1721627745697956,Abuja,2024-07-22 06:55:45,1
1721627745698502,Abuja,2024-07-22 06:55:45,1
1721627745698981,Abuja,2024-07-22 06:55:45,1
1721627745699443,Abuja,2024-07-22 06:55:45,1
1721627745699882,Abuja,2024-07-22 06:55:45,1
1721627745700319,Abuja,2024-07-22 06:55:45,1
1721627745700722,Abuja,2024-07-22 06:55:45,1
1721627745701131,Abuja,2024-07-22 06:55:45,1
1721627745701507,Abuja,2024-07-22 06:55:45,1
1721627745701896,Abuja,2024-07-22 06:55:45,1
1721627745702316,Abuja,2024-07-22 06:55:45,1
1721627745702738,Abuja,2024-07-22 06:55:45,1
1721627745703175,Abuja,2024-07-22 06:55:45,1
1721627745703623,Abuja,2024-07-22 06:55:45,1
1721627745704065,Abuja,2024-07-22 06:55:45,1
1721627745704748,Abuja,2024-07-22 06:55:45,1
1721627745705292,Abuja,2024-07-22 06:55:45,1
1721627745705972,Abuja,2024-07-22 06:55:45,1
1721627745706956,Abuja,2024-07-22 06:55:45,1
1721627745709490,Abuja,2024-07-22 06:55:45,1
1721627745710404,Abuja,2024-07-22 06:55:45,1
1721627745711522,Abuja,2024-07-22 06:55:45,1
1721627745713268,Abuja,2024-07-22 06:55:45,1
1721627745715583,Abuja,2024-07-22 06:55:45,1
1721627745716960,Abuja,2024-07-22 06:55:45,1
1721627745717542,Abuja,2024-07-22 06:55:45,1
1721627745718114,Abuja,2024-07-22 06:55:45,1
1721627745718747,Abuja,2024-07-22 06:55:45,1
1721627745719229,Abuja,2024-07-22 06:55:45,1
1721627745719800,Abuja,2024-07-22 06:55:45,1
1721627745720345,Abuja,2024-07-22 06:55:45,1
1721627745720915,Abuja,2024-07-22 06:55:45,1
1721627745721411,Abuja,2024-07-22 06:55:45,1
1721627745721917,Abuja,2024-07-22 06:55:45,1
1721627745722482,Abuja,2024-07-22 06:55:45,1
1721627745723216,Abuja,2024-07-22 06:55:45,1
1721627745723847,Abuja,2024-07-22 06:55:45,1
1721627745724504,Abuja,2024-07-22 06:55:45,1
1721627745725278,Abuja,2024-07-22 06:55:45,1
1721627745726155,Abuja,2024-07-22 06:55:45,1
